,Title,type_area,value_area,status,floor,transaction,furnishing,facing,price,price_sqft,description
1477,"2 BHK Apartment for Sale in Shagun Saral 207, Zundal Ahmedabad",Super Area,1080 sqft,Ready to Move,3 out of 14,Resale,Unfurnished,Shagun Saral 207,â‚¹45 Lac ,"â‚¹4,167 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1478,"1 BHK Apartment for Sale in Bhagirath City Homes, Narolgam Ahmedabad",Carpet Area,107 sqyrd,Ready to Move,3 out of 5,Resale,Semi-Furnished,Bhagirath City Homes,â‚¹21 Lac ,,
1479,"2 BHK Apartment for Sale in Suvas Apartments, Thaltej Road Ahmedabad",Carpet Area,972 sqft,Ready to Move,3 out of 5,Resale,Furnished,Suvas Apartments,â‚¹45 Lac ,"â‚¹4,630 per sqft ",
1480,2 BHK Apartment for Sale in Ahmedabad,Carpet Area,810 sqft,Ready to Move,1 out of 3,Resale,Unfurnished,East,â‚¹48.5 Lac ,"â‚¹5,988 per sqft ","2 BHK Home available for sale in Prime location, well maintained, Amazing Furniture,Near to all daily needed place like Dmart, PVR, Garden, Riverfront etc. Visit one time you will definitely love it. It is home feels like a home. Home is nearer to Mahadev temple as well as jain temple.Read more"
1481,1 BHK Builder Floor for Sale in Shahpur Ahmedabad,Super Area,70 sqyrd,Ready to Move,3 out of 6,Resale,Semi-Furnished,1,â‚¹22 Lac ,"â‚¹3,492 per sqft ", This Builder Floor Apartment is located at 3rd floor in a building of total 6 floors. The Builder Floor Apartment construction is above 20 years. Read more
1482,2 BHK Apartment for Sale in Changodar Ahmedabad,Super Area,800 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,East,â‚¹30 Lac ,"â‚¹3,750 per sqft ",
1483,2 BHK Apartment for Sale in Bapunagar Ahmedabad,Super Area,750 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,2,â‚¹26 Lac ,"â‚¹3,467 per sqft ",Its a 4th floor Multistorey Apartment in a building of total 4 floors.Read more
1484,2 BHK Apartment for Sale in Nikol Naroda Road Ahmedabad,Super Area,108 sqyrd,Ready to Move,4 out of 5,Resale,Semi-Furnished,2,â‚¹35 Lac ,"â‚¹3,601 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1485,1 BHK Apartment for Sale in Mohanlal co op society Ahmedabad,Super Area,900 sqft,Ready to Move,Resale,,,,â‚¹35.5 Lac ,"â‚¹3,946 per sqft ",
1486,"2 BHK Apartment for Sale in Shivansh Green, Vastral Ahmedabad",Carpet Area,680 sqft,Ready to Move,3 out of 7,Resale,Unfurnished,Main Road,â‚¹37.5 Lac ,"â‚¹3,472 per sqft ",
1487,2 BHK Apartment for Sale in Sola Ahmedabad,Super Area,720 sqft,Ready to Move,4 out of 10,Resale,Semi-Furnished,East,â‚¹40 Lac ,"â‚¹5,556 per sqft ",Multistorey Apartment is located at the advantageous 4th floor in a tower of total 10 floors. The Multistorey Apartment is newly constructed.Read more
1488,2 BHK Builder Floor for Sale in Ghatlodiya Ahmedabad,Super Area,950 sqft,2 out of 5,Resale,Unfurnished,2,,â‚¹32 Lac ,"â‚¹3,368 per sqft ",
1489,"2 BHK Apartment for Sale in Bakeri City, Vejalpur, Jivraj park Ahmedabad",Super Area,1090 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,East,â‚¹51 Lac ,"â‚¹4,679 per sqft ",Best for family and bachelor
1490,2 BHK Apartment for Sale in Narolgam Ahmedabad,Super Area,1000 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,2,â‚¹25 Lac ,"â‚¹2,500 per sqft ","24 hours Running water, well maintained lift."
1491,2 BHK Apartment for Sale in Kaberi Bunglows Ahmedabad,Super Area,1143 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,2,â‚¹38.5 Lac ,"â‚¹3,368 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1492,"2 BHK Apartment for Sale in Shree Prayosha Residency, Vinzol Ahmedabad",Carpet Area,150 sqft,Ready to Move,7 out of 7,Resale,Unfurnished,Shree Prayosha Residency,â‚¹27 Lac ,"â‚¹18,000 per sqft ",
1493,"2 BHK Apartment for Sale in Eklingji Residency 2, Sanand Ahmedabad",Carpet Area,729 sqft,Ready to Move,4 out of 8,Resale,Unfurnished,East,â‚¹43.5 Lac ,"â‚¹3,580 per sqft ","Multistorey apartment is available for sale. It covered area of 1215 sq-ft, it is a good location property. Please contact for more details.Read more"
1494,1 BHK Builder Floor for Sale in Naroda Ahmedabad,Super Area,300 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,1,â‚¹10 Lac ,"â‚¹3,333 per sqft ",
1495,2 BHK Apartment for Sale in Saraspur Ahmedabad,Carpet Area,420 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,2,â‚¹30 Lac ,"â‚¹5,000 per sqft ",
1496,"2 BHK Apartment for Sale in Vraj Dham II, Ghatlodiya Ahmedabad",Super Area,101 sqyrd,Ready to Move,4 out of 5,Resale,Semi-Furnished,Vraj Dham II,â‚¹35.6 Lac ,"â‚¹3,916 per sqft ",
1497,"2 BHK Apartment for Sale in Jashoda Nagar, Ahmedabad Ahmedabad",Super Area,1089 sqft,Ready to Move,5 out of 6,Resale,Semi-Furnished,2,â‚¹45 Lac ,"â‚¹4,132 per sqft ",
1498,"1 BHK Apartment for Sale in Satyesh Residency, Sardar Patel Ring Road Ahmedabad",Super Area,646 sqft,Ready to Move,12 out of 14,New Property,Unfurnished,West,â‚¹21 Lac ,"â‚¹3,250 per sqft ",One of the best societies to live in south bopal and a great project. Has covered car parking . Multiple gardens and gerat amenities all within a gated community. This apartment is facing the biggest garden of this projectRead more
1499,"3 BHK Apartment for Sale in Shilp Serene, Shilaj Ahmedabad",Super Area,1750 sqft,Poss. by Mar '27,New Property,Unfurnished,Shilp Serene,3,â‚¹89 Lac ,"â‚¹5,086 per sqft ",
1500,"3 BHK Apartment for Sale in Vivaan Ixora, Zundal Ahmedabad",Super Area,1836 sqft,Poss. by Dec '25,New Property,Unfurnished,Vivaan Ixora,3,â‚¹72.5 Lac ,"â‚¹3,949 per sqft ","Multistorey Apartment for Sale in Zundal, Ahmedabad. Covered area is 1836.0  Sq-ft. This property belongs to ""Vivaan Ixora"" .Read more"
1501,"2 BHK Apartment for Sale in Sun Atmosphere, Shela Ahmedabad",Carpet Area,675 sqft,Poss. by Jul '24,New Property,Unfurnished,Sun Atmosphere,2,â‚¹55 Lac ,"â‚¹4,479 per sqft ","Multistorey Apartment for Sale in Shela, Ahmedabad. Covered area is 1228.0  Sq-ft. This property belongs to ""Sun Atmosphere"" .Read more"
1502,"2 BHK Apartment for Sale in Vivaan Essence, Zundal Ahmedabad",Carpet Area,744 sqft,Poss. by Jun '26,New Property,Unfurnished,Vivaan Essence,2,â‚¹56.1 Lac ,"â‚¹3,994 per sqft ","Multistorey Apartment for Sale in Zundal, Ahmedabad. Covered area is 1404.0  Sq-ft. This property belongs to ""Vivaan Essence"" .Read more"
1503,"2 BHK Apartment for Sale in Aleta, Jagatpur Ahmedabad",Super Area,1305 sqft,Poss. by Sep '25,New Property,Unfurnished,Aleta,2,â‚¹63.3 Lac ,"â‚¹4,852 per sqft ","Multistorey Apartment for Sale in Jagatpur, Ahmedabad. Covered area is 1305.0  Sq-ft. This property belongs to ""Aleta"" .Read more"
1504,"3 BHK Apartment for Sale in Aashray Aurum, Ambli Ahmedabad",Carpet Area,912 sqft,Poss. by Dec '24,New Property,Unfurnished,Aashray Aurum,3,â‚¹83.5 Lac ,,"Multistorey Apartment for Sale in Ambli, Ahmedabad. Covered area is 912.0  Sq-ft. This property belongs to ""Aashray Aurum"" .Read more"
1505,"2 BHK Apartment for Sale in Adani Atrius, Jagatpur Ahmedabad",Carpet Area,700 sqft,Poss. by Jul '25,New Property,Unfurnished,Adani Atrius,2,â‚¹65 Lac ,"â‚¹5,078 per sqft ","Multistorey Apartment for Sale in Jagatpur, Ahmedabad. Covered area is 1280.0  Sq-ft. This property belongs to ""Adani Atrius"" .Read more"
1506,"2 BHK Apartment for Sale in Sun Parkwest, Shela Ahmedabad",Super Area,1290 sqft,Poss. by Jun '27,New Property,Unfurnished,Sun Parkwest,2,â‚¹51.4 Lac ,"â‚¹3,985 per sqft ","Multistorey Apartment for Sale in Shela, Ahmedabad. Covered area is 1290.0  Sq-ft. This property belongs to ""Sun Parkwest"" .Read more"
1507,"3 BHK Apartment for Sale in Swastik Promont, South Bopal, Bopal Ahmedabad",Carpet Area,962 sqft,Poss. by Dec '26,New Property,Unfurnished,Swastik Promont,3,â‚¹82 Lac ,"â‚¹4,686 per sqft ","Multistorey Apartment for Sale in South Bopal, Ahmedabad. Covered area is 1750.0  Sq-ft. This property belongs to ""Swastik Promont"" .Read more"
1508,"2 BHK Apartment for Sale in Happy Uptown, Shela Ahmedabad",Carpet Area,715 sqft,Poss. by Jan '26,New Property,Unfurnished,Happy Uptown,2,â‚¹57.2 Lac ,"â‚¹4,400 per sqft ","Multistorey Apartment for Sale in Shela, Ahmedabad. Covered area is 1300.0  Sq-ft. This property belongs to ""Happy Uptown"" .Read more"
1509,"2 BHK Apartment for Sale in Saanvi Nirman Solace, Bopal Ahmedabad",Carpet Area,647 sqft,Poss. by Dec '26,New Property,Unfurnished,Saanvi Nirman Solace,2,â‚¹54.1 Lac ,"â‚¹4,400 per sqft ","Multistorey Apartment for Sale in Bopal, Ahmedabad. Covered area is 1230.0  Sq-ft. This property belongs to ""Saanvi Nirman Solace"" .Read more"
1510,"3 BHK Apartment for Sale in Turquoise Greenz, Shela Ahmedabad",Carpet Area,968 sqft,Poss. by May '24,New Property,Unfurnished,Turquoise Greenz,3,â‚¹78 Lac ,"â‚¹4,588 per sqft ","Multistorey Apartment for Sale in Shela, Ahmedabad. Covered area is 1700.0  Sq-ft. This property belongs to ""Turquoise Greenz"" .Read more"
1511,"2 BHK Apartment for Sale in Aarambh Vistara, Gota Ahmedabad",Super Area,1180 sqft,Poss. by Mar '25,New Property,Unfurnished,Aarambh Vistara,3,â‚¹50 Lac ,"â‚¹4,237 per sqft ","Multistorey Apartment for Sale in Gota, Ahmedabad. Covered area is 1180.0  Sq-ft. This property belongs to ""Aarambh Vistara"" .Read more"
1512,"3 BHK Apartment for Sale in Adani Archway, Jagatpur Ahmedabad",Carpet Area,1070 sqft,Poss. by Mar '26,New Property,Unfurnished,Adani Archway,3,â‚¹98.5 Lac ,"â‚¹5,010 per sqft ","Multistorey Apartment for Sale in Jagatpur, Ahmedabad. Covered area is 1966.0  Sq-ft. This property belongs to ""Adani Archway"" .Read more"
1513,"2 BHK Apartment for Sale in Imperia Lavish, Zundal Ahmedabad",Super Area,1458 sqft,Poss. by Dec '25,New Property,Unfurnished,Imperia Lavish,2,â‚¹54.5 Lac ,"â‚¹3,738 per sqft ","Multistorey Apartment for Sale in Zundal, Ahmedabad. Covered area is 1458.0  Sq-ft. This property belongs to ""Imperia Lavish"" .Read more"
1514,"3 BHK Apartment for Sale in Keshvam Clifton, Vaishnodevi Circle Ahmedabad",Carpet Area,1404 sqft,Poss. by Mar '26,New Property,Unfurnished,Keshvam Clifton,3,â‚¹98 Lac ,"â‚¹4,188 per sqft ","Multistorey Apartment for Sale in Vaishnodevi Circle, Ahmedabad. Covered area is 2340.0  Sq-ft. This property belongs to ""Keshvam Clifton"" .Read more"
1515,"3 BHK Apartment for Sale in Vivaan Ixora, Zundal Ahmedabad",Super Area,1836 sqft,Poss. by Dec '25,New Property,Unfurnished,Vivaan Ixora,3,â‚¹65.3 Lac ,"â‚¹3,556 per sqft ",
1516,"3 BHK Apartment for Sale in Rajvi Opal, Naranpura Ahmedabad",Super Area,1575 sqft,Ready to Move,New Property,Unfurnished,Rajvi Opal,2 Covered,â‚¹95 Lac ,"â‚¹6,030 per sqft ",
1517,"2 BHK Apartment for Sale in Savera Prarambh, Ghuma Ahmedabad",Carpet Area,748 sqft,Poss. by Mar '26,New Property,Unfurnished,Savera Prarambh,1 Covered,â‚¹53 Lac ,"â‚¹3,900 per sqft ",
1518,"2 BHK Apartment for Sale in Takshashila Elegna Residential, Mithakhali, Navrangpura Ahmedabad",Super Area,1215 sqft,Poss. by Mar '25,New Property,Unfurnished,Takshashila Elegna Residential,2,â‚¹79 Lac ,"â‚¹6,500 per sqft ",
1519,"3 BHK Apartment for Sale in Swarnim Sun, Ghuma Ahmedabad",Super Area,1801 sqft,Poss. by Dec '25,New Property,Unfurnished,Swarnim Sun,3,â‚¹68.4 Lac ,"â‚¹3,798 per sqft ",
1520,"3 BHK Apartment for Sale in North Enclave, Vaishnodevi Circle Ahmedabad",Carpet Area,803 sqft,Poss. by Dec '24,2 out of 14,New Property,Unfurnished,East,â‚¹74.8 Lac ,"â‚¹5,500 per sqft ","The property comprises of smartly designed 2 and 3 BHK with all the amenities one desires to have in the premises. It is situated near one of the developing locality Vaishnodevi with all sorts of developments nearby including schools, colleges, hospitals, large format retail markets, clubs and much more.Read more"
1521,"3 BHK Apartment for Sale in Ganesh Legacy, Vaishnodevi Circle Ahmedabad",Carpet Area,143 sqyrd,Poss. by Jun '26,1 out of 13,New Property,Unfurnished,East,â‚¹99.2 Lac ,"â‚¹4,222 per sqft ","The Ganesh Legacy 3BHK residences offer a blend of modern luxury and thoughtful design. These spacious threebedroom, hall, and kitchen apartments are crafted to provide a comfortable and contemporary living experience. Boasting elegant interiors, wellappointed amenities, and attention to detail, the Ganesh Legacy 3BHK homes are tailored for convenience, style, and a harmonious lifestyle. Whether its the carefully designed layout, quality finishes, or the emphasis on functionality, these residences are envisioned to elevate your everyday livingRead more"
1522,3 BHK Apartment for Sale in Vaishnodevi Circle Ahmedabad,Carpet Area,143 sqyrd,Poss. by Dec '25,6 out of 13,New Property,Unfurnished,East,â‚¹96.6 Lac ,"â‚¹4,112 per sqft ","A quiet and beautiful apartment located in heart of the city is available on sale in Ahmadabad. Property is nicely located with all facilities nearby such as market, hospital, mother dairy, shopping mall, bus stand etc. Sector is very posh and premium.Read more"
1523,3 BHK Apartment for Sale in Vaishnodevi Circle Ahmedabad,Carpet Area,998 sqft,Poss. by Dec '25,7 out of 14,New Property,Unfurnished,East,â‚¹77 Lac ,"â‚¹4,173 per sqft ","Zion Nest, Vaishnodevi Circle...For those looking to buy a residential property, here comes one of the choicest offerings in Gandhinagar, at Khoraj. Brought to you by Zion Nest Projects LLP, Zion Nest is among the newest addresses for homebuyers. This is an underconstruction project right now, and is expected to be delivered by Dec, 2026. It has a variety of options to choose from that too in a varied budget range.Read more"
1524,"3 BHK Apartment for Sale in Ganesh Legacy, Vaishnodevi Circle Ahmedabad",Carpet Area,1362 sqft,Poss. by Dec '25,5 out of 14,New Property,Unfurnished,East,â‚¹98 Lac ,"â‚¹4,172 per sqft ","The Ganesh Legacy 3BHK residences offer a blend of modern luxury and thoughtful design. These spacious threebedroom, hall, and kitchen apartments are crafted to provide a comfortable and contemporary living experience. Boasting elegant interiors, wellappointed amenities, and attention to detail, the Ganesh Legacy 3BHK homes are tailored for convenience, style, and a harmonious lifestyle. Whether its the carefully designed layout, quality finishes, or the emphasis on functionality, these residences are envisioned to elevate your everyday livingRead more"
1525,"3 BHK Apartment for Sale in Kavisha Atria, Shela Ahmedabad",Carpet Area,968 sqft,Poss. by Jul '24,14 out of 14,New Property,Unfurnished,North - East,â‚¹64.8 Lac ,"â‚¹3,700 per sqft ",3 bhk 1750 sq ft apartments available for sale. possession in julay 2024. for more details for visit the property contact with us Meldi Properties south bopal.Read more
1526,"3 BHK Apartment for Sale in Maher Select, Shela Ahmedabad",Carpet Area,918 sqft,Poss. by Aug '25,6 out of 14,New Property,Unfurnished,East,â‚¹76.5 Lac ,"â‚¹4,422 per sqft ","The project is spread over an area of 3.3 acres.There are around 616 units on offer.Vishwanath Maher Select Shela housing society has 11 towers with 14 floors.Vishwanath Maher Select Ahmedabad West has some great amenities to offer such as Swimming Pool, CCTV Camera Security and Rain Water Harvesting.Vishwanath Realtor is one of the known real estate brands in Ahmedabad West.The builder has delivered 7 projects so far. There is 1 project of this builder, which is currently under constructionRead more"
1527,3 BHK Apartment for Sale in Paldi Ahmedabad,Carpet Area,100 sqyrd,Ready to Move,4 out of 4,Resale,Furnished,East,â‚¹81 Lac ,"â‚¹5,960 per sqft ",Here to help you find your happy place.
1528,"2 BHK Apartment for Sale in Adani Aster, Vaishnodevi Circle Ahmedabad",Carpet Area,697 sqft,Poss. by Jun '25,18 out of 22,Resale,Unfurnished,North,â‚¹62 Lac ,"â‚¹5,145 per sqft ",Aster is one of the most widely sought after residential projects in Ahmedabad for exclusive 2 BHK flats and a wide range of lifestyle amenities. Aster makes you a part of a neighbourhood that thrives on modernity and the essence of leading a healthy lifestyle.Read more
1529,"3 BHK Apartment for Sale in Vivaan Solitaire, Zundal Ahmedabad",Carpet Area,108 sqyrd,Poss. by May '26,11 out of 14,New Property,Unfurnished,East,â‚¹70.1 Lac ,"â‚¹3,839 per sqft ","Solitaire offers a worldclass living experience, where every detail has been carefully considered. Whether its the stateoftheart security arrangements that ensure your peace of mind or the recreational facilities with agefocused zones that cater to every member of your family, Solitaire surpasses all expectations. Immerse yourself in the energy and calmness that permeate the airy lifestyle within these meticulously designed residences.Read more"
1530,"3 BHK Apartment for Sale in Maher Select, Shela Ahmedabad",Carpet Area,918 sqft,Poss. by Feb '25,5 out of 14,New Property,Unfurnished,East,â‚¹71.4 Lac ,"â‚¹4,125 per sqft ","Check out Vishwanath Maher Select in Shela, one of the upcoming underconstruction housing societies in Ahmedabad West. There are apartments for sale in Vishwanath Maher Select. This society will have all basic facilities and amenities to suit homebuyers needs and requirements.  Brought to you by Vishwanath Realtor,  Vishwanath Maher Select is scheduled for possessionRead more"
